district,rawDong,type,subtype,scope,dimension,value,count,denominator,sharePct,calendarDays,receiptsPerCalendarDay
사하구,다대동,구급,질병,P,weekdayHour,29,19,4054,0.4686729156388752,261,0.0727969348659003
사하구,다대동,구급,질병,P,weekdayHour,30,22,4054,0.5426739023186976,261,0.0842911877394636
사하구,다대동,구급,질병,P,weekdayHour,31,23,4054,0.5673408978786384,261,0.0881226053639846
사하구,다대동,구급,질병,P,weekdayHour,32,25,4054,0.61667488899852,261,0.0957854406130268
사하구,다대동,구급,질병,P,weekdayHour,33,38,4054,0.9373458312777504,261,0.1455938697318007
사하구,다대동,구급,질병,P,weekdayHour,34,32,4054,0.7893438579181056,261,0.1226053639846743
사하구,다대동,구급,질병,P,weekdayHour,35,30,4054,0.740009866798224,261,0.1149425287356321
사하구,다대동,구급,질병,P,weekdayHour,36,25,4054,0.61667488899852,261,0.0957854406130268
사하구,다대동,구급,질병,P,weekdayHour,37,29,4054,0.7153428712382832,261,0.1111111111111111
사하구,다대동,구급,질병,P,weekdayHour,38,28,4054,0.6906758756783424,261,0.10727969348659
사하구,다대동,구급,질병,P,weekdayHour,39,21,4054,0.5180069067587568,261,0.0804597701149425
사하구,다대동,구급,질병,P,weekdayHour,40,34,4054,0.8386778490379871,261,0.1302681992337164
사하구,다대동,구급,질병,P,weekdayHour,41,21,4054,0.5180069067587568,261,0.0804597701149425
사하구,다대동,구급,질병,P,weekdayHour,42,26,4054,0.6413418845584608,261,0.0996168582375478
사하구,다대동,구급,질병,P,weekdayHour,43,25,4054,0.61667488899852,261,0.0957854406130268
사하구,다대동,구급,질병,P,weekdayHour,44,25,4054,0.61667488899852,261,0.0957854406130268
사하구,다대동,구급,질병,P,weekdayHour,45,24,4054,0.5920078934385792,261,0.0919540229885057
사하구,다대동,구급,질병,P,weekdayHour,46,20,4054,0.493339911198816,261,0.0766283524904214
사하구,다대동,구급,질병,P,weekdayHour,47,24,4054,0.5920078934385792,261,0.0919540229885057
사하구,다대동,구급,질병,P,weekdayHour,48,17,4054,0.4193389245189935,261,0.0651340996168582
사하구,다대동,구급,질병,P,weekdayHour,49,12,4054,0.2960039467192896,261,0.0459770114942528
사하구,다대동,구급,질병,P,weekdayHour,50,8,4054,0.1973359644795264,261,0.0306513409961685
사하구,다대동,구급,질병,P,weekdayHour,51,12,4054,0.2960039467192896,261,0.0459770114942528
사하구,다대동,구급,질병,P,weekdayHour,52,17,4054,0.4193389245189935,261,0.0651340996168582
사하구,다대동,구급,질병,P,weekdayHour,53,18,4054,0.4440059200789344,261,0.0689655172413793
사하구,다대동,구급,질병,P,weekdayHour,54,21,4054,0.5180069067587568,261,0.0804597701149425
사하구,다대동,구급,질병,P,weekdayHour,55,20,4054,0.493339911198816,261,0.0766283524904214
사하구,다대동,구급,질병,P,weekdayHour,56,27,4054,0.6660088801184015,261,0.1034482758620689
사하구,다대동,구급,질병,P,weekdayHour,57,35,4054,0.8633448445979279,261,0.1340996168582375
사하구,다대동,구급,질병,P,weekdayHour,58,23,4054,0.5673408978786384,261,0.0881226053639846
사하구,다대동,구급,질병,P,weekdayHour,59,36,4054,0.8880118401578688,261,0.1379310344827586
사하구,다대동,구급,질병,P,weekdayHour,60,31,4054,0.7646768623581648,261,0.1187739463601532
사하구,다대동,구급,질병,P,weekdayHour,61,30,4054,0.740009866798224,261,0.1149425287356321
사하구,다대동,구급,질병,P,weekdayHour,62,34,4054,0.8386778490379871,261,0.1302681992337164
사하구,다대동,구급,질병,P,weekdayHour,63,31,4054,0.7646768623581648,261,0.1187739463601532
사하구,다대동,구급,질병,P,weekdayHour,64,15,4054,0.370004933399112,261,0.057471264367816
사하구,다대동,구급,질병,P,weekdayHour,65,22,4054,0.5426739023186976,261,0.0842911877394636
사하구,다대동,구급,질병,P,weekdayHour,66,23,4054,0.5673408978786384,261,0.0881226053639846
사하구,다대동,구급,질병,P,weekdayHour,67,25,4054,0.61667488899852,261,0.0957854406130268
사하구,다대동,구급,질병,P,weekdayHour,68,23,4054,0.5673408978786384,261,0.0881226053639846
사하구,다대동,구급,질병,P,weekdayHour,69,26,4054,0.6413418845584608,261,0.0996168582375478
사하구,다대동,구급,질병,P,weekdayHour,70,34,4054,0.8386778490379871,261,0.1302681992337164
사하구,다대동,구급,질병,P,weekdayHour,71,27,4054,0.6660088801184015,261,0.1034482758620689
사하구,다대동,구급,질병,P,weekdayHour,72,19,4054,0.4686729156388752,261,0.0727969348659003
사하구,다대동,구급,질병,P,weekdayHour,73,18,4054,0.4440059200789344,261,0.0689655172413793
사하구,다대동,구급,질병,P,weekdayHour,74,14,4054,0.3453379378391712,261,0.053639846743295
사하구,다대동,구급,질병,P,weekdayHour,75,14,4054,0.3453379378391712,261,0.053639846743295
사하구,다대동,구급,질병,P,weekdayHour,76,12,4054,0.2960039467192896,261,0.0459770114942528
사하구,다대동,구급,질병,P,weekdayHour,77,15,4054,0.370004933399112,261,0.057471264367816
사하구,다대동,구급,질병,P,weekdayHour,78,18,4054,0.4440059200789344,261,0.0689655172413793
사하구,다대동,구급,질병,P,weekdayHour,79,22,4054,0.5426739023186976,261,0.0842911877394636
사하구,다대동,구급,질병,P,weekdayHour,80,36,4054,0.8880118401578688,261,0.1379310344827586
사하구,다대동,구급,질병,P,weekdayHour,81,40,4054,0.986679822397632,261,0.1532567049808429
사하구,다대동,구급,질병,P,weekdayHour,82,14,4054,0.3453379378391712,261,0.053639846743295
사하구,다대동,구급,질병,P,weekdayHour,83,31,4054,0.7646768623581648,261,0.1187739463601532
사하구,다대동,구급,질병,P,weekdayHour,84,31,4054,0.7646768623581648,261,0.1187739463601532
사하구,다대동,구급,질병,P,weekdayHour,85,25,4054,0.61667488899852,261,0.0957854406130268
사하구,다대동,구급,질병,P,weekdayHour,86,35,4054,0.8633448445979279,261,0.1340996168582375
사하구,다대동,구급,질병,P,weekdayHour,87,32,4054,0.7893438579181056,261,0.1226053639846743
사하구,다대동,구급,질병,P,weekdayHour,88,29,4054,0.7153428712382832,261,0.1111111111111111
사하구,다대동,구급,질병,P,weekdayHour,89,18,4054,0.4440059200789344,261,0.0689655172413793
사하구,다대동,구급,질병,P,weekdayHour,90,22,4054,0.5426739023186976,261,0.0842911877394636
사하구,다대동,구급,질병,P,weekdayHour,91,20,4054,0.493339911198816,261,0.0766283524904214
사하구,다대동,구급,질병,P,weekdayHour,92,24,4054,0.5920078934385792,261,0.0919540229885057
사하구,다대동,구급,질병,P,weekdayHour,93,25,4054,0.61667488899852,261,0.0957854406130268
사하구,다대동,구급,질병,P,weekdayHour,94,23,4054,0.5673408978786384,261,0.0881226053639846
사하구,다대동,구급,질병,P,weekdayHour,95,28,4054,0.6906758756783424,261,0.10727969348659
사하구,다대동,구급,질병,P,weekdayHour,96,23,4054,0.5673408978786384,261,0.0881226053639846
사하구,다대동,구급,질병,P,weekdayHour,97,17,4054,0.4193389245189935,261,0.0651340996168582
사하구,다대동,구급,질병,P,weekdayHour,98,19,4054,0.4686729156388752,261,0.0727969348659003
사하구,다대동,구급,질병,P,weekdayHour,99,9,4054,0.2220029600394672,261,0.0344827586206896
사하구,다대동,구급,질병,P,weekdayHour,100,8,4054,0.1973359644795264,261,0.0306513409961685
사하구,다대동,구급,질병,P,weekdayHour,101,15,4054,0.370004933399112,261,0.057471264367816
사하구,다대동,구급,질병,P,weekdayHour,102,27,4054,0.6660088801184015,261,0.1034482758620689
사하구,다대동,구급,질병,P,weekdayHour,103,24,4054,0.5920078934385792,261,0.0919540229885057
사하구,다대동,구급,질병,P,weekdayHour,104,38,4054,0.9373458312777504,261,0.1455938697318007
사하구,다대동,구급,질병,P,weekdayHour,105,46,4054,1.1346817957572768,261,0.1762452107279693
사하구,다대동,구급,질병,P,weekdayHour,106,31,4054,0.7646768623581648,261,0.1187739463601532
사하구,다대동,구급,질병,P,weekdayHour,107,29,4054,0.7153428712382832,261,0.1111111111111111
사하구,다대동,구급,질병,P,weekdayHour,108,27,4054,0.6660088801184015,261,0.1034482758620689
사하구,다대동,구급,질병,P,weekdayHour,109,30,4054,0.740009866798224,261,0.1149425287356321
사하구,다대동,구급,질병,P,weekdayHour,110,27,4054,0.6660088801184015,261,0.1034482758620689
사하구,다대동,구급,질병,P,weekdayHour,111,26,4054,0.6413418845584608,261,0.0996168582375478
사하구,다대동,구급,질병,P,weekdayHour,112,19,4054,0.4686729156388752,261,0.0727969348659003
사하구,다대동,구급,질병,P,weekdayHour,113,21,4054,0.5180069067587568,261,0.0804597701149425
사하구,다대동,구급,질병,P,weekdayHour,114,31,4054,0.7646768623581648,261,0.1187739463601532
사하구,다대동,구급,질병,P,weekdayHour,115,26,4054,0.6413418845584608,261,0.0996168582375478
사하구,다대동,구급,질병,P,weekdayHour,116,24,4054,0.5920078934385792,261,0.0919540229885057
사하구,다대동,구급,질병,P,weekdayHour,117,29,4054,0.7153428712382832,261,0.1111111111111111
사하구,다대동,구급,질병,P,weekdayHour,118,21,4054,0.5180069067587568,261,0.0804597701149425
사하구,다대동,구급,질병,P,weekdayHour,119,31,4054,0.7646768623581648,261,0.1187739463601532
사하구,다대동,구급,질병,P,weekdayHour,120,16,4054,0.3946719289590528,261,0.0613026819923371
사하구,다대동,구급,질병,P,weekdayHour,121,15,4054,0.370004933399112,261,0.057471264367816
사하구,다대동,구급,질병,P,weekdayHour,122,11,4054,0.2713369511593488,261,0.0421455938697318
사하구,다대동,구급,질병,P,weekdayHour,123,13,4054,0.3206709422792304,261,0.0498084291187739
사하구,다대동,구급,질병,P,weekdayHour,124,11,4054,0.2713369511593488,261,0.0421455938697318
사하구,다대동,구급,질병,P,weekdayHour,125,11,4054,0.2713369511593488,261,0.0421455938697318
사하구,다대동,구급,질병,P,weekdayHour,126,17,4054,0.4193389245189935,261,0.0651340996168582
사하구,다대동,구급,질병,P,weekdayHour,127,19,4054,0.4686729156388752,261,0.0727969348659003
사하구,다대동,구급,질병,P,weekdayHour,128,30,4054,0.740009866798224,261,0.1149425287356321
사하구,다대동,구급,질병,P,weekdayHour,129,32,4054,0.7893438579181056,261,0.1226053639846743
사하구,다대동,구급,질병,P,weekdayHour,130,22,4054,0.5426739023186976,261,0.0842911877394636
사하구,다대동,구급,질병,P,weekdayHour,131,22,4054,0.5426739023186976,261,0.0842911877394636
사하구,다대동,구급,질병,P,weekdayHour,132,23,4054,0.5673408978786384,261,0.0881226053639846
사하구,다대동,구급,질병,P,weekdayHour,133,28,4054,0.6906758756783424,261,0.10727969348659
사하구,다대동,구급,질병,P,weekdayHour,134,14,4054,0.3453379378391712,261,0.053639846743295
사하구,다대동,구급,질병,P,weekdayHour,135,21,4054,0.5180069067587568,261,0.0804597701149425
사하구,다대동,구급,질병,P,weekdayHour,136,26,4054,0.6413418845584608,261,0.0996168582375478
사하구,다대동,구급,질병,P,weekdayHour,137,30,4054,0.740009866798224,261,0.1149425287356321
사하구,다대동,구급,질병,P,weekdayHour,138,19,4054,0.4686729156388752,261,0.0727969348659003
사하구,다대동,구급,질병,P,weekdayHour,139,20,4054,0.493339911198816,261,0.0766283524904214
사하구,다대동,구급,질병,P,weekdayHour,140,18,4054,0.4440059200789344,261,0.0689655172413793
사하구,다대동,구급,질병,P,weekdayHour,141,27,4054,0.6660088801184015,261,0.1034482758620689
사하구,다대동,구급,질병,P,weekdayHour,142,29,4054,0.7153428712382832,261,0.1111111111111111
사하구,다대동,구급,질병,P,weekdayHour,143,32,4054,0.7893438579181056,261,0.1226053639846743
사하구,다대동,구급,질병,P,weekdayHour,144,26,4054,0.6413418845584608,261,0.0996168582375478
사하구,다대동,구급,질병,P,weekdayHour,145,17,4054,0.4193389245189935,261,0.0651340996168582
사하구,다대동,구급,질병,P,weekdayHour,146,14,4054,0.3453379378391712,261,0.053639846743295
사하구,다대동,구급,질병,P,weekdayHour,147,21,4054,0.5180069067587568,261,0.0804597701149425
사하구,다대동,구급,질병,P,weekdayHour,148,15,4054,0.370004933399112,261,0.057471264367816
사하구,다대동,구급,질병,P,weekdayHour,149,12,4054,0.2960039467192896,261,0.0459770114942528
사하구,다대동,구급,질병,P,weekdayHour,150,16,4054,0.3946719289590528,261,0.0613026819923371
사하구,다대동,구급,질병,P,weekdayHour,151,23,4054,0.5673408978786384,261,0.0881226053639846
사하구,다대동,구급,질병,P,weekdayHour,152,30,4054,0.740009866798224,261,0.1149425287356321
사하구,다대동,구급,질병,P,weekdayHour,153,32,4054,0.7893438579181056,261,0.1226053639846743
사하구,다대동,구급,질병,P,weekdayHour,154,32,4054,0.7893438579181056,261,0.1226053639846743
사하구,다대동,구급,질병,P,weekdayHour,155,35,4054,0.8633448445979279,261,0.1340996168582375
사하구,다대동,구급,질병,P,weekdayHour,156,28,4054,0.6906758756783424,261,0.10727969348659
사하구,다대동,구급,질병,P,weekdayHour,157,30,4054,0.740009866798224,261,0.1149425287356321
사하구,다대동,구급,질병,P,weekdayHour,158,25,4054,0.61667488899852,261,0.0957854406130268
사하구,다대동,구급,질병,P,weekdayHour,159,23,4054,0.5673408978786384,261,0.0881226053639846
사하구,다대동,구급,질병,P,weekdayHour,160,20,4054,0.493339911198816,261,0.0766283524904214
사하구,다대동,구급,질병,P,weekdayHour,161,29,4054,0.7153428712382832,261,0.1111111111111111
사하구,다대동,구급,질병,P,weekdayHour,162,31,4054,0.7646768623581648,261,0.1187739463601532
사하구,다대동,구급,질병,P,weekdayHour,163,32,4054,0.7893438579181056,261,0.1226053639846743
사하구,다대동,구급,질병,P,weekdayHour,164,26,4054,0.6413418845584608,261,0.0996168582375478
사하구,다대동,구급,질병,P,weekdayHour,165,26,4054,0.6413418845584608,261,0.0996168582375478
사하구,다대동,구급,질병,P,weekdayHour,166,18,4054,0.4440059200789344,261,0.0689655172413793
사하구,다대동,구급,질병,P,weekdayHour,167,30,4054,0.740009866798224,261,0.1149425287356321
